Year,Datetime,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Home Team Initials,Away Team Initials
2002,6/5/2002,Group H,Russia,2,0,Tunisia, ,RUS,TUN
2002,6/5/2002,Group D,USA,3,2,Portugal, ,USA,POR
2002,6/5/2002,Group E,Germany,1,1,Republic of Ireland, ,GER,IRL
2002,6/6/2002,Group A,Denmark,1,1,Senegal, ,DEN,SEN
2002,6/6/2002,Group E,Cameroon,1,0,Saudi Arabia, ,CMR,KSA
2002,6/6/2002,Group A,France,0,0,Uruguay, ,FRA,URU
2002,6/7/2002,Group F,Sweden,2,1,Nigeria, ,SWE,NGA
2002,6/7/2002,Group F,Argentina,0,1,England, ,ARG,ENG
2002,6/7/2002,Group B,Spain,3,1,Paraguay, ,ESP,PAR
2002,6/8/2002,Group B,South Africa,1,0,Slovenia, ,RSA,SVN
2002,6/8/2002,Group C,Brazil,4,0,China PR, ,BRA,CHN
2002,6/8/2002,Group G,Italy,1,2,Croatia, ,ITA,CRO
2002,6/9/2002,Group C,Costa Rica,1,1,Turkey, ,CRC,TUR
2002,6/9/2002,Group H,Japan,1,0,Russia, ,JPN,RUS
2002,6/9/2002,Group G,Mexico,2,1,Ecuador, ,MEX,ECU
2002,6/10/2002,Group D,Korea Republic,1,1,USA, ,KOR,USA
2002,6/10/2002,Group D,Portugal,4,0,Poland, ,POR,POL
2002,6/10/2002,Group H,Tunisia,1,1,Belgium, ,TUN,BEL
2002,6/11/2002,Group A,Denmark,2,0,France, ,DEN,FRA
2002,6/11/2002,Group A,Senegal,3,3,Uruguay, ,SEN,URU
2002,6/11/2002,Group E,Saudi Arabia,0,3,Republic of Ireland, ,KSA,IRL
2002,6/11/2002,Group E,Cameroon,0,2,Germany, ,CMR,GER
2002,6/12/2002,Group F,Sweden,1,1,Argentina, ,SWE,ARG
2002,6/12/2002,Group F,Nigeria,0,0,England, ,NGA,ENG
2002,6/12/2002,Group B,Slovenia,1,3,Paraguay, ,SVN,PAR
2002,6/12/2002,Group B,South Africa,2,3,Spain, ,RSA,ESP
2002,6/13/2002,Group C,Costa Rica,2,5,Brazil, ,CRC,BRA
2002,6/13/2002,Group C,Turkey,3,0,China PR, ,TUR,CHN
2002,6/13/2002,Group G,Ecuador,1,0,Croatia, ,ECU,CRO
2002,6/13/2002,Group G,Mexico,1,1,Italy, ,MEX,ITA
2002,6/14/2002,Group H,Tunisia,0,2,Japan, ,TUN,JPN
2002,6/14/2002,Group D,Portugal,0,1,Korea Republic, ,POR,KOR
2002,6/14/2002,Group D,Poland,3,1,USA, ,POL,USA
2002,6/14/2002,Group H,Belgium,3,2,Russia, ,BEL,RUS
2002,6/15/2002,Round of 16,Denmark,0,3,England, ,DEN,ENG
2002,6/15/2002,Round of 16,Germany,1,0,Paraguay, ,GER,PAR
2002,6/16/2002,Round of 16,Spain,1,1,Republic of Ireland,Spain win on penalties (3 - 2) ,ESP,IRL
2002,6/16/2002,Round of 16,Sweden,1,2,Senegal,Win on Golden Goal ,SWE,SEN
2002,6/17/2002,Round of 16,Brazil,2,0,Belgium, ,BRA,BEL
2002,6/17/2002,Round of 16,Mexico,0,2,USA, ,MEX,USA
2002,6/18/2002,Round of 16,Japan,0,1,Turkey, ,JPN,TUR
2002,6/18/2002,Round of 16,Korea Republic,2,1,Italy,Win on Golden Goal ,KOR,ITA
2002,6/21/2002,Quarter-finals,England,1,2,Brazil, ,ENG,BRA
2002,6/21/2002,Quarter-finals,Germany,1,0,USA, ,GER,USA
2002,6/22/2002,Quarter-finals,Senegal,0,1,Turkey,Win on Golden Goal ,SEN,TUR
2002,6/22/2002,Quarter-finals,Spain,0,0,Korea Republic,Korea Republic win on penalties (3 - 5) ,ESP,KOR
2002,6/25/2002,Semi-finals,Germany,1,0,Korea Republic, ,GER,KOR
2002,6/26/2002,Semi-finals,Brazil,1,0,Turkey, ,BRA,TUR
2002,6/29/2002,Third place,Korea Republic,2,3,Turkey, ,KOR,TUR
2002,6/30/2002,Final,Germany,0,2,Brazil, ,GER,BRA
2006,6/9/2006,Group A,Germany,4,2,Costa Rica, ,GER,CRC
2006,6/9/2006,Group A,Poland,0,2,Ecuador, ,POL,ECU
2006,6/10/2006,Group B,England,1,0,Paraguay, ,ENG,PAR
2006,6/10/2006,Group B,Trinidad and Tobago,0,0,Sweden, ,TRI,SWE
2006,6/10/2006,Group C,Argentina,2,1,C�te d'Ivoire, ,ARG,CIV
2006,6/11/2006,Group C,Serbia and Montenegro,0,1,Netherlands, ,SCG,NED
2006,6/11/2006,Group D,Mexico,3,1,Iran, ,MEX,IRN
2006,6/11/2006,Group D,Angola,0,1,Portugal, ,ANG,POR
2006,6/12/2006,Group F,Australia,3,1,Japan, ,AUS,JPN
2006,6/12/2006,Group E,USA,0,3,Czech Republic, ,USA,CZE
2006,6/12/2006,Group E,Italy,2,0,Ghana, ,ITA,GHA
2006,6/13/2006,Group G,Korea Republic,2,1,Togo, ,KOR,TOG
2006,6/13/2006,Group G,France,0,0,Switzerland, ,FRA,SUI
2006,6/13/2006,Group F,Brazil,1,0,Croatia, ,BRA,CRO
2006,6/14/2006,Group H,Spain,4,0,Ukraine, ,ESP,UKR
2006,6/14/2006,Group H,Tunisia,2,2,Saudi Arabia, ,TUN,KSA
2006,6/14/2006,Group A,Germany,1,0,Poland, ,GER,POL
2006,6/15/2006,Group A,Ecuador,3,0,Costa Rica, ,ECU,CRC
2006,6/15/2006,Group B,England,2,0,Trinidad and Tobago, ,ENG,TRI
2006,6/15/2006,Group B,Sweden,1,0,Paraguay, ,SWE,PAR
2006,6/16/2006,Group C,Argentina,6,0,Serbia and Montenegro, ,ARG,SCG
2006,6/16/2006,Group C,Netherlands,2,1,C�te d'Ivoire, ,NED,CIV
2006,6/16/2006,Group D,Mexico,0,0,Angola, ,MEX,ANG
2006,6/17/2006,Group D,Portugal,2,0,IR Iran, ,POR,IRN
2006,6/17/2006,Group E,Czech Republic,0,2,Ghana, ,CZE,GHA
2006,6/17/2006,Group E,Italy,1,1,USA, ,ITA,USA
2006,6/18/2006,Group F,Japan,0,0,Croatia, ,JPN,CRO
2006,6/18/2006,Group F,Brazil,2,0,Australia, ,BRA,AUS
2006,6/18/2006,Group G,France,1,1,Korea Republic, ,FRA,KOR
2006,6/19/2006,Group G,Togo,0,2,Switzerland, ,TOG,SUI
2006,6/19/2006,Group H,Saudi Arabia,0,4,Ukraine, ,KSA,UKR
2006,6/19/2006,Group H,Spain,3,1,Tunisia, ,ESP,TUN
2006,6/20/2006,Group A,Ecuador,0,3,Germany, ,ECU,GER
2006,6/20/2006,Group A,Costa Rica,1,2,Poland, ,CRC,POL
2006,6/20/2006,Group B,Sweden,2,2,England, ,SWE,ENG
2006,6/20/2006,Group B,Paraguay,2,0,Trinidad and Tobago, ,PAR,TRI
2006,6/21/2006,Group D,Iran,1,1,Angola, ,IRN,ANG
2006,6/21/2006,Group D,Portugal,2,1,Mexico, ,POR,MEX
2006,6/21/2006,Group C,Netherlands,0,0,Argentina, ,NED,ARG
2006,6/21/2006,Group C,C�te d'Ivoire,3,2,Serbia and Montenegro, ,CIV,SCG
2006,6/22/2006,Group E,Czech Republic,0,2,Italy, ,CZE,ITA
2006,6/22/2006,Group E,Ghana,2,1,USA, ,GHA,USA
2006,6/22/2006,Group F,Japan,1,4,Brazil, ,JPN,BRA
2006,6/22/2006,Group F,Croatia,2,2,Australia, ,CRO,AUS
2006,6/23/2006,Group H,Ukraine,1,0,Tunisia, ,UKR,TUN
2006,6/23/2006,Group H,Saudi Arabia,0,1,Spain, ,KSA,ESP
2006,6/23/2006,Group G,Togo,0,2,France, ,TOG,FRA
2006,6/23/2006,Group G,Switzerland,2,0,Korea Republic, ,SUI,KOR
2006,6/24/2006,Round of 16,Germany,2,0,Sweden, ,GER,SWE
2006,6/24/2006,Round of 16,Argentina,2,1,Mexico,Argentina win after extra time ,ARG,MEX
2006,6/25/2006,Round of 16,England,1,0,Ecuador, ,ENG,ECU
2006,6/25/2006,Round of 16,Portugal,1,0,Netherlands, ,POR,NED
2006,6/26/2006,Round of 16,Italy,1,0,Australia, ,ITA,AUS
2006,6/26/2006,Round of 16,Switzerland,0,0,Ukraine,Ukraine win on penalties (0 - 3) ,SUI,UKR
2006,6/27/2006,Round of 16,Brazil,3,0,Ghana, ,BRA,GHA
2006,6/27/2006,Round of 16,Spain,1,3,France, ,ESP,FRA
2006,6/30/2006,Quarter-finals,Germany,1,1,Argentina,Germany win on penalties (4 - 2) ,GER,ARG
2006,6/30/2006,Quarter-finals,Italy,3,0,Ukraine, ,ITA,UKR
2006,7/1/2006,Quarter-finals,England,0,0,Portugal,Portugal win on penalties (1 - 3) ,ENG,POR
2006,7/1/2006,Quarter-finals,Brazil,0,1,France, ,BRA,FRA
2006,7/4/2006,Semi-finals,Germany,0,2,Italy,Italy win after extra time ,GER,ITA
2006,7/5/2006,Semi-finals,Portugal,0,1,France, ,POR,FRA
2006,7/8/2006,Third place,Germany,3,1,Portugal, ,GER,POR
2006,7/9/2006,Final,Italy,1,1,France,Italy win on penalties (5 - 3) ,ITA,FRA
2010,6/11/2010,Group A,South Africa,1,1,Mexico, ,RSA,MEX
2010,6/11/2010,Group A,Uruguay,0,0,France, ,URU,FRA
2010,6/12/2010,Group B,Korea Republic,2,0,Greece, ,KOR,GRE
2010,6/12/2010,Group B,Argentina,1,0,Nigeria, ,ARG,NGA
2010,6/12/2010,Group C,England,1,1,USA, ,ENG,USA
2010,6/13/2010,Group C,Algeria,0,1,Slovenia, ,ALG,SVN
2010,6/13/2010,Group D,Serbia,0,1,Ghana, ,SRB,GHA
2010,6/13/2010,Group D,Germany,4,0,Australia, ,GER,AUS
2010,6/14/2010,Group E,Netherlands,2,0,Denmark, ,NED,DEN
2010,6/14/2010,Group E,Japan,1,0,Cameroon, ,JPN,CMR
2010,6/14/2010,Group F,Italy,1,1,Paraguay, ,ITA,PAR
2010,6/15/2010,Group F,New Zealand,1,1,Slovakia, ,NZL,SVK
2010,6/15/2010,Group G,C�te d'Ivoire,0,0,Portugal, ,CIV,POR
2010,6/15/2010,Group G,Brazil,2,1,Korea DPR, ,BRA,PRK
2010,6/16/2010,Group H,Honduras,0,1,Chile, ,HON,CHI
2010,6/16/2010,Group H,Spain,0,1,Switzerland, ,ESP,SUI
2010,6/16/2010,Group A,South Africa,0,3,Uruguay, ,RSA,URU
2010,6/17/2010,Group B,Argentina,4,1,Korea Republic, ,ARG,KOR
2010,6/17/2010,Group B,Greece,2,1,Nigeria, ,GRE,NGA
2010,6/17/2010,Group A,France,0,2,Mexico, ,FRA,MEX
2010,6/18/2010,Group D,Germany,0,1,Serbia, ,GER,SRB
2010,6/18/2010,Group C,Slovenia,2,2,USA, ,SVN,USA
2010,6/18/2010,Group C,England,0,0,Algeria, ,ENG,ALG
2010,6/19/2010,Group E,Netherlands,1,0,Japan, ,NED,JPN
2010,6/19/2010,Group D,Ghana,1,1,Australia, ,GHA,AUS
2010,6/19/2010,Group E,Cameroon,1,2,Denmark, ,CMR,DEN
2010,6/20/2010,Group F,Slovakia,0,2,Paraguay, ,SVK,PAR
2010,6/20/2010,Group F,Italy,1,1,New Zealand, ,ITA,NZL
2010,6/20/2010,Group G,Brazil,3,1,C�te d'Ivoire, ,BRA,CIV
2010,6/21/2010,Group G,Portugal,7,0,Korea DPR, ,POR,PRK
2010,6/21/2010,Group H,Chile,1,0,Switzerland, ,CHI,SUI
2010,6/21/2010,Group H,Spain,2,0,Honduras, ,ESP,HON
2010,6/22/2010,Group A,Mexico,0,1,Uruguay, ,MEX,URU
2010,6/22/2010,Group A,France,1,2,South Africa, ,FRA,RSA
2010,6/22/2010,Group B,Nigeria,2,2,Korea Republic, ,NGA,KOR
2010,6/22/2010,Group B,Greece,0,2,Argentina, ,GRE,ARG
2010,6/23/2010,Group C,Slovenia,0,1,England, ,SVN,ENG
2010,6/23/2010,Group C,USA,1,0,Algeria, ,USA,ALG
2010,6/23/2010,Group D,Ghana,0,1,Germany, ,GHA,GER
2010,6/23/2010,Group D,Australia,2,1,Serbia, ,AUS,SRB
2010,6/24/2010,Group F,Slovakia,3,2,Italy, ,SVK,ITA
2010,6/24/2010,Group F,Paraguay,0,0,New Zealand, ,PAR,NZL
2010,6/24/2010,Group E,Denmark,1,3,Japan, ,DEN,JPN
2010,6/24/2010,Group E,Cameroon,1,2,Netherlands, ,CMR,NED
2010,6/25/2010,Group G,Portugal,0,0,Brazil, ,POR,BRA
2010,6/25/2010,Group G,Korea DPR,0,3,C�te d'Ivoire, ,PRK,CIV
2010,6/25/2010,Group H,Chile,1,2,Spain, ,CHI,ESP
2010,6/25/2010,Group H,Switzerland,0,0,Honduras, ,SUI,HON
2010,6/26/2010,Round of 16,Uruguay,2,1,Korea Republic, ,URU,KOR
2010,6/26/2010,Round of 16,USA,1,2,Ghana,Ghana win after extra time ,USA,GHA
2010,6/27/2010,Round of 16,Germany,4,1,England, ,GER,ENG
2010,6/27/2010,Round of 16,Argentina,3,1,Mexico, ,ARG,MEX
2010,6/28/2010,Round of 16,Netherlands,2,1,Slovakia, ,NED,SVK
2010,6/28/2010,Round of 16,Brazil,3,0,Chile, ,BRA,CHI
2010,6/29/2010,Round of 16,Paraguay,0,0,Japan,Paraguay win on penalties (5 - 3) ,PAR,JPN
2010,6/29/2010,Round of 16,Spain,1,0,Portugal, ,ESP,POR
2010,7/2/2010,Quarter-finals,Netherlands,2,1,Brazil, ,NED,BRA
2010,7/2/2010,Quarter-finals,Uruguay,1,1,Ghana,Uruguay win on penalties (4 - 2) ,URU,GHA
2010,7/3/2010,Quarter-finals,Argentina,0,4,Germany, ,ARG,GER
2010,7/3/2010,Quarter-finals,Paraguay,0,1,Spain, ,PAR,ESP
2010,7/6/2010,Semi-finals,Uruguay,2,3,Netherlands, ,URU,NED
2010,7/7/2010,Semi-finals,Germany,0,1,Spain, ,GER,ESP
2010,7/10/2010,Third place,Uruguay,2,3,Germany, ,URU,GER
2010,7/11/2010,Final,Netherlands,0,1,Spain,Spain win after extra time ,NED,ESP
2014,6/12/2014,Group A,Brazil,3,1,Croatia, ,BRA,CRO
2014,6/13/2014,Group A,Mexico,1,0,Cameroon, ,MEX,CMR
2014,6/13/2014,Group B,Spain,1,5,Netherlands, ,ESP,NED
2014,6/13/2014,Group B,Chile,3,1,Australia, ,CHI,AUS
2014,6/14/2014,Group C,Colombia,3,0,Greece, ,COL,GRE
2014,6/14/2014,Group D,Uruguay,1,3,Costa Rica, ,URU,CRC
2014,6/14/2014,Group D,England,1,2,Italy, ,ENG,ITA
2014,6/14/2014,Group C,C�te d'Ivoire,2,1,Japan, ,CIV,JPN
2014,6/15/2014,Group E,Switzerland,2,1,Ecuador, ,SUI,ECU
2014,6/15/2014,Group E,France,3,0,Honduras, ,FRA,HON
2014,6/15/2014,Group F,Argentina,2,1,Bosnia and Herzegovina, ,ARG,BIH
2014,6/16/2014,Group G,Germany,4,0,Portugal, ,GER,POR
2014,6/16/2014,Group F,IR Iran,0,0,Nigeria, ,IRN,NGA
2014,6/16/2014,Group G,Ghana,1,2,USA, ,GHA,USA
2014,6/17/2014,Group H,Belgium,2,1,Algeria, ,BEL,ALG
2014,6/17/2014,Group A,Brazil,0,0,Mexico, ,BRA,MEX
2014,6/17/2014,Group H,Russia,1,1,Korea Republic, ,RUS,KOR
2014,6/18/2014,Group B,Australia,2,3,Netherlands, ,AUS,NED
2014,6/18/2014,Group B,Spain,0,2,Chile, ,ESP,CHI
2014,6/18/2014,Group A,Cameroon,0,4,Croatia, ,CMR,CRO
2014,6/19/2014,Group C,Colombia,2,1,C�te d'Ivoire, ,COL,CIV
2014,6/19/2014,Group D,Uruguay,2,1,England, ,URU,ENG
2014,6/19/2014,Group C,Japan,0,0,Greece, ,JPN,GRE
2014,6/20/2014,Group D,Italy,0,1,Costa Rica, ,ITA,CRC
2014,6/20/2014,Group E,Switzerland,2,5,France, ,SUI,FRA
2014,6/20/2014,Group E,Honduras,1,2,Ecuador, ,HON,ECU
2014,6/21/2014,Group F,Argentina,1,0,IR Iran, ,ARG,IRN
2014,6/21/2014,Group G,Germany,2,2,Ghana, ,GER,GHA
2014,6/21/2014,Group F,Nigeria,1,0,Bosnia and Herzegovina, ,NGA,BIH
2014,6/22/2014,Group H,Belgium,1,0,Russia, ,BEL,RUS
2014,6/22/2014,Group H,Korea Republic,2,4,Algeria, ,KOR,ALG
2014,6/22/2014,Group G,USA,2,2,Portugal, ,USA,POR
2014,6/23/2014,Group B,Australia,0,3,Spain, ,AUS,ESP
2014,6/23/2014,Group B,Netherlands,2,0,Chile, ,NED,CHI
2014,6/23/2014,Group A,Cameroon,1,4,Brazil, ,CMR,BRA
2014,6/23/2014,Group A,Croatia,1,3,Mexico, ,CRO,MEX
2014,6/24/2014,Group D,Italy,0,1,Uruguay, ,ITA,URU
2014,6/24/2014,Group D,Costa Rica,0,0,England, ,CRC,ENG
2014,6/24/2014,Group C,Japan,1,4,Colombia, ,JPN,COL
2014,6/24/2014,Group C,Greece,2,1,C�te d'Ivoire, ,GRE,CIV
2014,6/25/2014,Group F,Nigeria,2,3,Argentina, ,NGA,ARG
2014,6/25/2014,Group F,Bosnia and Herzegovina,3,1,IR Iran, ,BIH,IRN
2014,6/25/2014,Group E,Honduras,0,3,Switzerland, ,HON,SUI
2014,6/25/2014,Group E,Ecuador,0,0,France, ,ECU,FRA
2014,6/26/2014,Group G,USA,0,1,Germany, ,USA,GER
2014,6/26/2014,Group G,Portugal,2,1,Ghana, ,POR,GHA
2014,6/26/2014,Group H,Korea Republic,0,1,Belgium, ,KOR,BEL
2014,6/26/2014,Group H,Algeria,1,1,Russia, ,ALG,RUS
2014,6/28/2014,Round of 16,Brazil,1,1,Chile,Brazil win on penalties (3 - 2) ,BRA,CHI
2014,6/28/2014,Round of 16,Colombia,2,0,Uruguay, ,COL,URU
2014,6/30/2014,Round of 16,France,2,0,Nigeria, ,FRA,NGA
2014,6/30/2014,Round of 16,Germany,2,1,Algeria,Germany win after extra time ,GER,ALG
2014,7/4/2014,Quarter-finals,Brazil,2,1,Colombia, ,BRA,COL
2014,7/4/2014,Quarter-finals,France,0,1,Germany, ,FRA,GER
2014,7/8/2014,Semi-finals,Brazil,1,7,Germany, ,BRA,GER
2014,7/12/2014,Third place,Brazil,0,3,Netherlands, ,BRA,NED
2014,7/13/2014,Final,Germany,1,0,Argentina,Germany win after extra time ,GER,ARG
2014,7/9/2014,Semi-finals,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4) ,NED,ARG
2014,7/5/2014,Quarter-finals,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3) ,NED,CRC
2014,7/5/2014,Quarter-finals,Argentina,1,0,Belgium, ,ARG,BEL
2014,6/29/2014,Round of 16,Netherlands,2,1,Mexico, ,NED,MEX
2014,6/29/2014,Round of 16,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3) ,CRC,GRE
2014,7/1/2014,Round of 16,Argentina,1,0,Switzerland,Argentina win after extra time ,ARG,SUI
2014,7/1/2014,Round of 16,Belgium,2,1,USA,Belgium win after extra time ,BEL,USA
2014,6/28/2014,Round of 16,Brazil,1,1,Chile,Brazil win on penalties (3 - 2) ,BRA,CHI
2014,6/28/2014,Round of 16,Colombia,2,0,Uruguay, ,COL,URU
2014,6/29/2014,Round of 16,Netherlands,2,1,Mexico, ,NED,MEX
2014,6/29/2014,Round of 16,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3) ,CRC,GRE
2014,6/30/2014,Round of 16,France,2,0,Nigeria, ,FRA,NGA
2014,6/30/2014,Round of 16,Germany,2,1,Algeria,Germany win after extra time ,GER,ALG
2014,7/1/2014,Round of 16,Argentina,1,0,Switzerland,Argentina win after extra time ,ARG,SUI
2014,7/1/2014,Round of 16,Belgium,2,1,USA,Belgium win after extra time ,BEL,USA
2014,7/4/2014,Quarter-finals,France,0,1,Germany, ,FRA,GER
2014,7/4/2014,Quarter-finals,Brazil,2,1,Colombia, ,BRA,COL
2014,7/5/2014,Quarter-finals,Argentina,1,0,Belgium, ,ARG,BEL
2014,7/5/2014,Quarter-finals,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3) ,NED,CRC
2014,7/8/2014,Semi-finals,Brazil,1,7,Germany, ,BRA,GER
2014,7/9/2014,Semi-finals,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4) ,NED,ARG
2014,7/12/2014,Third place,Brazil,0,3,Netherlands, ,BRA,NED
2014,7/13/2014,Final,Germany,1,0,Argentina,Germany win after extra time ,GER,ARG
2018,6/14/2018,Group A,Russia,5,0,Saudi Arabia,,RUS,KSA
2018,6/15/2018,Group A,Egypt,0,1,Uruguay,,EGY,URU
2018,6/19/2018,Group A,Russia,3,1,Egypt,,RUS,EGY
2018,6/20/2018,Group A,Uruguay,1,0,Saudi Arabia,,URU,KSA
2018,6/25/2018,Group A,Uruguay,3,0,Russia,,URU,RUS
2018,6/25/2018,Group A,Saudi Arabia,2,1,Egypt,,KSA,EGY
2018,6/15/2018,Group B,Morocco,0,1,Iran,,MAR,IRN
2018,6/15/2018,Group B,Portugal,3,3,Spain,,POR,ESP
2018,6/20/2018,Group B,Portugal,1,0,Morocco,,POR,MAR
2018,6/20/2018,Group B,Iran,0,1,Spain,,IRN,ESP
2018,6/25/2018,Group B,Iran,1,1,Portugal,,IRN,POR
2018,6/25/2018,Group B,Spain,2,2,Morocco,,ESP,MAR
2018,6/16/2018,Group C,France,2,1,Australia,,FRA,AUS
2018,6/16/2018,Group C,Peru,0,1,Denmark,,PER,DEN
2018,6/21/2018,Group C,Denmark,1,1,Australia,,DEN,AUS
2018,6/21/2018,Group C,France,1,0,Peru,,FRA,PER
2018,6/26/2018,Group C,Denmark,0,0,France,,DEN,FRA
2018,6/26/2018,Group C,Australia,0,2,Peru,,AUS,PER
2018,6/16/2018,Group D,Argentina,1,1,Iceland,,ARG,ICE
2018,6/16/2018,Group D,Croatia,2,0,Nigeria,,CRO,NGA
2018,6/21/2018,Group D,Argentina,0,3,Croatia,,ARG,CRO
2018,6/22/2018,Group D,Nigeria,2,0,Iceland,,NGA,ICE
2018,6/26/2018,Group D,Nigeria,1,2,Argentina,,NGA,ARG
2018,6/26/2018,Group D,Iceland,1,2,Croatia,,ICE,CRO
2018,6/17/2018,Group E,Costa Rica,0,1,Serbia,,CRC,SRB
2018,6/17/2018,Group E,Brazil,1,1,Switzerland,,BRA,SUI
2018,6/22/2018,Group E,Brazil,2,0,Costa Rica,,BRA,CRC
2018,6/22/2018,Group E,Serbia,1,2,Switzerland,,SRB,SUI
2018,6/27/2018,Group E,Serbia,0,2,Brazil,,SRB,BRA
2018,6/27/2018,Group E,Switzerland,2,2,Costa Rica,,SUI,CRC
2018,6/17/2018,Group F,Germany,0,1,Mexico,,GER,MEX
2018,6/18/2018,Group F,Sweden,1,0,South Korea,,SWE,KOR
2018,6/23/2018,Group F,South Korea,1,2,Mexico,,KOR,MEX
2018,6/23/2018,Group F,Germany,2,1,Sweden,,GER,SWE
2018,6/27/2018,Group F,South Korea,2,0,Germany,,KOR,GER
2018,6/27/2018,Group F,Mexico,0,3,Sweden,,MEX,SWE
2018,6/18/2018,Group G,Belgium,3,0,Panama,,BEL,PAN
2018,6/18/2018,Group G,Tunisia,1,2,England,,TUN,ENG
2018,6/23/2018,Group G,Belgium,5,2,Tunisia,,BEL,TUN
2018,6/24/2018,Group G,England,6,1,Panama,,ENG,PAN
2018,6/28/2018,Group G,England,0,1,Belgium,,ENG,BEL
2018,6/28/2018,Group G,Panama,1,2,Tunisia,,PAN,TUN
2018,6/19/2018,Group H,Colombia,1,2,Japan,,COL,JPN
2018,6/19/2018,Group H,Poland,1,2,Senegal,,POL,SEN
2018,6/24/2018,Group H,Japan,2,2,Senegal,,JPN,SEN
2018,6/24/2018,Group H,Poland,0,3,Colombia,,POL,COL
2018,6/28/2018,Group H,Japan,0,1,Poland,,JPN,POL
2018,6/28/2018,Group H,Senegal,0,1,Colombia,,SEN,COL
2018,6/30/2018,Round of 16,Uruguay,2,1,Portugal,,URU,POR
2018,6/30/2018,Round of 16,France,4,3,Argentina,,FRA,ARG
2018,7/2/2018,Round of 16,Brazil,2,0,Mexico,,BRA,MEX
2018,7/2/2018,Round of 16,Belgium,3,2,Japan,,BEL,JPN
2018,7/1/2018,Round of 16,Spain,1,1,Russia,Win on Penalties,ESP,RUS
2018,7/1/2018,Round of 16,Croatia,1,1,Denmark,Win on Penalties,CRO,DEN
2018,7/3/2018,Round of 16,Sweden,1,0,Switzerland,,SWE,SUI
2018,7/3/2018,Round of 16,Colombia,1,1,England,Win on Penalties,COL,ENG
2018,7/6/2018,Quarter-finals,Uruguay,0,2,France,,URU,FRA
2018,7/6/2018,Quarter-finals,Brazil,1,2,Belgium,,BRA,BEL
2018,7/7/2018,Quarter-finals,Russia,2,2,Croatia,Win on Extra-Time,RUS,CRO
2018,7/7/2018,Quarter-finals,Sweden,0,2,England,,SWE,ENG
2018,7/10/2018,Semi-finals,France,1,0,Belgium,,FRA,BEL
2018,7/11/2018,Semi-finals,Croatia,2,1,England,,CRO,ENG
2018,7/15/2018,Final,France,4,2,Croatia,,FRA,CRO
2018,7/14/2018,Third place,Belgium,2,0,England,,BEL,ENG
